CUSTOMER                      ,PAYEE                         ,PROC/PAY DATE       ,EFFECT/GOOD FUNDS/CH,CHECK/PAYMENT TRACE NUMBER    ,TOTAL CRED
SEARS HOLDINGS MANAGEMENT CORP,PINEAE GREENHOUSES INC        ,20140508            ,20140508            ,'772637775                    ,0006040.12

INVOICE DATE                  ,INVOICE/CREDIT MEMO NUMBER    ,PO NUMBER           ,OUTBOUND-FROM PARTY ,RETURN GOODS AUTH NUMBER ,STORE NUMBER   ,NET AMOUNT,ADJUSTMENT,GROSS AMOUNT   ,ORIGINAL INVOICE NUMBER  ,ADJUSTMENT REASON        ,NOTES,DOCUMENT DATE                 ,OTHER DISC AMT      ,DEPT NUMBER         
20140422                      ,'                             ,'0020140423         ,                    ,                         ,09241          ,0000004.44,0000000000,000000000004.44,                         ,                         ,,20140422                      ,0000000000,'043                
20140423                      ,'                             ,'0020140424         ,                    ,                         ,09241          ,0000006.32,0000000000,000000000006.32,                         ,                         ,,20140423                      ,0000000000,'043                
20140424                      ,'                             ,'0020140425         ,                    ,                         ,09241          ,0000010.08,0000000000,000000000010.08,                         ,                         ,,20140424                      ,0000000000,'043                
20140425                      ,'                             ,'0020140426         ,                    ,                         ,09241          ,0000038.15,0000000000,000000000038.15,                         ,                         ,,20140425                      ,0000000000,'043                
20140426                      ,'                             ,'0020140427         ,                    ,                         ,09241          ,0000013.79,0000000000,000000000013.79,                         ,                         ,,20140426                      ,0000000000,'043                
20140420                      ,'                             ,'0020140421         ,                    ,                         ,09751          ,0000024.96,0000000000,000000000024.96,                         ,                         ,,20140420                      ,0000000000,'043                
20140421                      ,'                             ,'0020140422         ,                    ,                         ,09751          ,0000030.57,0000000000,000000000030.57,                         ,                         ,,20140421                      ,0000000000,'043                
20140422                      ,'                             ,'0020140423         ,                    ,                         ,09751          ,0000018.36,0000000000,000000000018.36,                         ,                         ,,20140422                      ,0000000000,'043                
20140423                      ,'                             ,'0020140424         ,                    ,                         ,09751          ,00000005.6,0000000000,0000000000005.6,                         ,                         ,,20140423                      ,0000000000,'043                
20140424                      ,'                             ,'0020140425         ,                    ,                         ,09751          ,00000012.4,0000000000,0000000000012.4,                         ,                         ,,20140424                      ,0000000000,'043                
20140425                      ,'                             ,'0020140426         ,                    ,                         ,09751          ,0000332.36,0000000000,000000000332.36,                         ,                         ,,20140425                      ,0000000000,'043                
20140426                      ,'                             ,'0020140427         ,                    ,                         ,09751          ,0000063.78,0000000000,000000000063.78,                         ,                         ,,20140426                      ,0000000000,'043                
20140420                      ,'                             ,'0020140421         ,                    ,                         ,09792          ,0000053.22,0000000000,000000000053.22,                         ,                         ,,20140420                      ,0000000000,'043                
20140421                      ,'                             ,'0020140422         ,                    ,                         ,09792          ,0000044.76,0000000000,000000000044.76,                         ,                         ,,20140421                      ,0000000000,'043                
20140422                      ,'                             ,'0020140423         ,                    ,                         ,09792          ,0000043.15,0000000000,000000000043.15,                         ,                         ,,20140422                      ,0000000000,'043                
20140423                      ,'                             ,'0020140424         ,                    ,                         ,09792          ,0000022.76,0000000000,000000000022.76,                         ,                         ,,20140423                      ,0000000000,'043                
20140424                      ,'                             ,'0020140425         ,                    ,                         ,09792          ,0000022.32,0000000000,000000000022.32,                         ,                         ,,20140424                      ,0000000000,'043                
20140425                      ,'                             ,'0020140426         ,                    ,                         ,09792          ,0000086.12,0000000000,000000000086.12,                         ,                         ,,20140425                      ,0000000000,'043                
20140426                      ,'                             ,'0020140427         ,                    ,                         ,09792          ,0000028.08,0000000000,000000000028.08,                         ,                         ,,20140426                      ,0000000000,'043                
